feat_idx,file_name,file_path,class_name,label
27,class_0_palm-bay_dc-modern_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_1.wav,alternate picking,0
28,class_0_palm-bay_dc-modern_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_1_1.wav,alternate picking,0
29,class_0_palm-bay_dc-modern_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_1_2.wav,alternate picking,0
30,class_0_palm-bay_dc-modern_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_2.wav,alternate picking,0
31,class_0_palm-bay_dc-modern_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_2_1.wav,alternate picking,0
32,class_0_palm-bay_dc-modern_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_2_2.wav,alternate picking,0
33,class_0_palm-bay_dc-modern_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_3.wav,alternate picking,0
34,class_0_palm-bay_dc-modern_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_3_1.wav,alternate picking,0
35,class_0_palm-bay_dc-modern_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_dc-modern_3_2.wav,alternate picking,0
36,class_0_palm-bay_plexiglass_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_1.wav,alternate picking,0
37,class_0_palm-bay_plexiglass_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_1_1.wav,alternate picking,0
38,class_0_palm-bay_plexiglass_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_1_2.wav,alternate picking,0
39,class_0_palm-bay_plexiglass_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_2.wav,alternate picking,0
40,class_0_palm-bay_plexiglass_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_2_1.wav,alternate picking,0
41,class_0_palm-bay_plexiglass_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_2_2.wav,alternate picking,0
42,class_0_palm-bay_plexiglass_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_3.wav,alternate picking,0
43,class_0_palm-bay_plexiglass_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_3_1.wav,alternate picking,0
44,class_0_palm-bay_plexiglass_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_plexiglass_3_2.wav,alternate picking,0
45,class_0_palm-bay_sl100_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_1.wav,alternate picking,0
46,class_0_palm-bay_sl100_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_1_1.wav,alternate picking,0
47,class_0_palm-bay_sl100_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_1_2.wav,alternate picking,0
48,class_0_palm-bay_sl100_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_2.wav,alternate picking,0
49,class_0_palm-bay_sl100_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_2_1.wav,alternate picking,0
50,class_0_palm-bay_sl100_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_2_2.wav,alternate picking,0
51,class_0_palm-bay_sl100_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_3.wav,alternate picking,0
52,class_0_palm-bay_sl100_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_3_1.wav,alternate picking,0
53,class_0_palm-bay_sl100_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_palm-bay_sl100_3_2.wav,alternate picking,0
54,class_0_rwg_dc-modern_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_1.wav,alternate picking,0
55,class_0_rwg_dc-modern_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_1_1.wav,alternate picking,0
56,class_0_rwg_dc-modern_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_1_2.wav,alternate picking,0
57,class_0_rwg_dc-modern_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_2.wav,alternate picking,0
58,class_0_rwg_dc-modern_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_2_1.wav,alternate picking,0
59,class_0_rwg_dc-modern_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_2_2.wav,alternate picking,0
60,class_0_rwg_dc-modern_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_3.wav,alternate picking,0
61,class_0_rwg_dc-modern_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_3_1.wav,alternate picking,0
62,class_0_rwg_dc-modern_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_dc-modern_3_2.wav,alternate picking,0
63,class_0_rwg_plexiglass_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_1.wav,alternate picking,0
64,class_0_rwg_plexiglass_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_1_1.wav,alternate picking,0
65,class_0_rwg_plexiglass_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_1_2.wav,alternate picking,0
66,class_0_rwg_plexiglass_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_2.wav,alternate picking,0
67,class_0_rwg_plexiglass_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_2_1.wav,alternate picking,0
68,class_0_rwg_plexiglass_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_2_2.wav,alternate picking,0
69,class_0_rwg_plexiglass_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_3.wav,alternate picking,0
70,class_0_rwg_plexiglass_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_3_1.wav,alternate picking,0
71,class_0_rwg_plexiglass_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_plexiglass_3_2.wav,alternate picking,0
72,class_0_rwg_sl100_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_1.wav,alternate picking,0
73,class_0_rwg_sl100_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_1_1.wav,alternate picking,0
74,class_0_rwg_sl100_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_1_2.wav,alternate picking,0
75,class_0_rwg_sl100_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_2.wav,alternate picking,0
76,class_0_rwg_sl100_2_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_2_1.wav,alternate picking,0
77,class_0_rwg_sl100_2_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_2_2.wav,alternate picking,0
78,class_0_rwg_sl100_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_3.wav,alternate picking,0
79,class_0_rwg_sl100_3_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_3_1.wav,alternate picking,0
80,class_0_rwg_sl100_3_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/alternate picking/class_0_rwg_sl100_3_2.wav,alternate picking,0
81,class_8_carvin_dc-modern_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_1.wav,bend,8
82,class_8_carvin_dc-modern_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_2.wav,bend,8
83,class_8_carvin_dc-modern_1_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_3.wav,bend,8
84,class_8_carvin_dc-modern_1_4.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_4.wav,bend,8
85,class_8_carvin_dc-modern_1_5.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_5.wav,bend,8
86,class_8_carvin_dc-modern_1_6.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_dc-modern_1_6.wav,bend,8
87,class_8_carvin_plexiglass_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_1.wav,bend,8
88,class_8_carvin_plexiglass_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_2.wav,bend,8
89,class_8_carvin_plexiglass_1_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_3.wav,bend,8
90,class_8_carvin_plexiglass_1_4.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_4.wav,bend,8
91,class_8_carvin_plexiglass_1_5.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_5.wav,bend,8
92,class_8_carvin_plexiglass_1_6.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_plexiglass_1_6.wav,bend,8
93,class_8_carvin_sl100_1_1.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_sl100_1_1.wav,bend,8
94,class_8_carvin_sl100_1_2.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_sl100_1_2.wav,bend,8
95,class_8_carvin_sl100_1_3.wav,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/guitar_style_dataset/magcil-guitar_style_dataset-eb27d7b/data/wav/bend/class_8_carvin_sl100_1_3.wav,bend,8
